EAR,MAR,Pitch,Blink_Count,Label
0.2641157506483769,0.24002151721315668,0.48716239663500605,0,0
0.133829739559251,0.31022206778529327,0.5169785826613119,2,1
0.30180672190244245,0.07271955167069671,0.5714872178690993,4,1
0.39573576280080885,0.05392090226885506,0.5928747892192405,0,1
0.30874475253847394,0.2428420385953745,0.6424227838972058,0,1
0.2108041988174022,0.2499415958588971,0.5507727015505466,5,0
0.29307780869976663,0.13420997177586338,0.6460309438135503,0,1
0.2334923115736596,0.16976480388248247,0.5492850907311938,0,0
0.21882806221715348,0.0,0.5518535928664245,2,0
0.36009646511892146,0.14182732747573246,0.527725869975944,7,1
0.2799024614335952,0.20885805807332536,0.5890348772231826,7,1
0.3341608622166169,0.03672174440540189,0.4866045909190874,1,0
0.3664924446702764,0.06262942871855574,0.5524405312650392,4,0
0.3082279530115824,0.12653210326464873,0.4741405621296302,2,0
0.28798287007018253,0.3054988769581356,0.5403971783594039,4,1
0.3428139006407042,0.0310709764437671,0.6433799359644348,0,0
0.21745318196524652,0.143370662246185,0.5472426921281033,6,1
0.24694578632522124,0.1300293555854564,0.5851216719567305,7,0
0.23000581930576935,0.24260524681412865,0.5057510374080586,6,0
0.21478847406359017,0.2422198146525068,0.552947072451749,1,0
0.2608407949310043,0.020067507056491775,0.5211854235794403,7,0
0.2932423799972125,0.04768814472916672,0.5338464154528896,6,1
0.2432010243489326,0.06277781068169312,0.5154971582809859,0,1
0.2248860968924961,0.14402332428174192,0.49771716150504675,4,0
0.23369304389530637,0.3980646834077538,0.5327188557562019,0,1
0.2954445718312682,0.0021834939313118977,0.47102884040489634,0,0
0.34655811532838343,0.2860711555964698,0.5623829640476744,1,1
0.2833550676058707,0.18282624112266072,0.46436076719154695,7,0
0.0831532055405883,0.015330873851426542,0.5773133844737892,0,0
0.26038767111399225,0.13515275429870088,0.5421351205621697,2,0
0.2865397054861474,0.10789860001590183,0.5394738069413457,0,1
0.24656356606809218,0.16409031558407483,0.5607030235766686,7,1
0.30347379295662374,0.02690293988675132,0.470045065388415,6,1
0.3929534792440428,0.053968145486788265,0.5520891374059596,5,1
0.25511291954706106,0.10645923572662622,0.5066577575740118,0,0
0.2087362591408423,0.28789132757741154,0.6044050163302394,4,1
0.2967835361135427,0.3172670776802053,0.5357925505131891,4,0
0.31533334309486094,0.09715555623040362,0.468434697827244,2,1
0.273162392278142,0.11717205021477343,0.4682078977203353,6,1
0.3076084317050354,0.13480012424917,0.5180854486596032,1,0
0.3341203711412492,0.06862168540063739,0.4049667035866929,0,0
0.2175879219964456,0.012966228012582149,0.4527444739340709,0,1
0.25242551170166655,0.2104910500933362,0.5940485986586608,4,0
0.3556187977297191,0.10879326451085111,0.478304335359831,0,1
0.2712640580161303,0.34079455614499365,0.6327246144183465,2,0
0.2448572565468238,0.15293039364397618,0.5001146743905102,7,1
0.2714566368693296,0.26239998448242463,0.6080239164981628,4,1
0.2550780844071202,0.07298843758279422,0.5454314390292471,1,1
0.2950137159118405,0.073393082064537,0.5412746167603066,5,1
0.244385765826157,0.1637068679157112,0.47683790403353377,0,1
0.30860049825047764,0.021750002476043914,0.5039960866683819,3,1
0.22491124364307408,0.33030129742257935,0.507280846179745,3,0
0.26838976150806026,0.20833883695413036,0.5819135124237993,7,1
0.2552897622993496,0.22833373035439253,0.5345008484367965,0,0
0.2924716552412941,0.05020027831803988,0.5701654902810157,7,1
0.2887601328596158,0.13650951039167375,0.4956591391643797,0,0
0.22684510901024332,0.010869557751090185,0.3723750421091431,3,1
0.2298902929592087,0.14317644280888212,0.5107710519797058,0,0
0.2899924423459233,0.40626593198586686,0.5754249051489662,5,1
0.24530073110827802,0.2412808212478827,0.5379425899889406,7,1
0.3586893561849557,0.02633784634786053,0.5217415548677483,1,1
0.2859748860808228,0.12566544582943182,0.45181307496078005,3,0
0.221612035397655,0.1654551701096942,0.6110170968844729,0,0
0.3204688852575956,0.11497403132412637,0.5911574801327236,5,1
0.19541579876171805,0.05762521648404351,0.5297149189267467,6,1
0.3389007232158443,0.08513353735044085,0.4547125056163208,4,0
0.2298005566183265,0.2294634609312295,0.5997682756195537,0,1
0.15487671205678055,0.13721671099452992,0.4670370575559411,0,0
0.31584103487044923,0.04887835464978532,0.5480517451245365,0,0
0.24691751508977566,0.14348442890883872,0.4822679791099582,3,1
0.20690039103962796,0.05374705910204654,0.41386356529086565,2,0
0.2735987100562677,0.06800920834853803,0.530793930357304,0,1
0.28809311357605777,0.06392578543864147,0.603387777831531,0,1
0.3001719148013938,0.03248316637525002,0.4445873778791145,0,1
0.17533080833985548,0.15857162849062148,0.47001442700155965,0,1
0.2486163732172797,0.19965106786572587,0.5223276788775275,0,0
0.33988175936817777,0.022445332156957706,0.4498569827822318,0,1
0.29082825317966643,0.012009181548026741,0.5542635795960479,3,0
0.15497353300501876,0.16341787933647398,0.5550025132492505,3,0
0.29811012949629406,0.17643901112740001,0.6237627164743137,0,1
0.3007316620103157,0.13332910336982928,0.4541995706776761,0,0
0.32822173073928607,0.06610908395240728,0.5621557655087177,5,1
0.30939285383707493,0.22944279307889678,0.5377772070043741,0,0
0.4404444941500487,0.29954505828558986,0.47542312446154156,0,1
0.3005565707834432,0.1753408816235938,0.5789182562958085,2,0
0.22194215166394782,0.10010007742996364,0.574153551765754,0,1
0.3371704205656413,0.07381905070378171,0.4892499574712508,6,1
0.339081519108684,0.0618972258907928,0.49060419621282,2,1
0.2626860869460713,0.20722095840697155,0.5126266131649948,7,0
0.34705823408926995,0.02921323931875482,0.45128920920134574,0,0
0.23386232642172794,0.06329600399722875,0.5305695228924574,0,0
0.3347119038601931,0.057329725570631665,0.4385855099210314,7,0
0.23744613335424114,0.2918567425091567,0.6571306383784968,5,0
0.34062491544569,0.08032002121636952,0.647500086036433,5,1
0.355140289472714,0.0027298823815611268,0.4408819797040801,2,1
0.2750175376881558,0.09692431711819646,0.580780406491129,3,1
0.3135167557723342,0.27339635137406343,0.5781054936128885,0,0
0.27196678231144333,0.02744453776510963,0.5449468407095346,3,0
0.250176701684429,0.25051028975170053,0.5407350943968313,4,0
0.3069487321959776,0.08486789470454642,0.4962482078108682,1,0
0.34156149771532945,0.08635110189036202,0.5417229728034979,0,1
0.24499252177229275,0.24644618100258403,0.5465751956990684,2,0
0.31048592955743076,0.03332891147650333,0.5167019128834671,7,1
0.2674827126777546,0.03830201646599825,0.4681259587256645,0,0
0.21771768946157818,0.056937162926047294,0.5120836272278596,7,0
0.30233283491457014,0.037307421322826294,0.5368564773684477,0,1
0.3816098419262023,0.13386376909222963,0.5789753122191953,7,1
0.26412767988756525,0.20627092569428537,0.49127397235788484,0,0
0.25746967948073984,0.2812962999953687,0.5832539085694839,4,0
0.3666898809733518,0.11333068825755524,0.5509400464358952,5,1
0.20241107775290126,0.2553021499975773,0.5327014792873843,0,0
0.2746389081335804,0.10583872963545198,0.5555196837010464,0,0
0.2970884539966406,0.480638679445144,0.5128958766333497,0,1
0.15798701953699446,0.27456111877548406,0.5627793797369103,6,1
0.2568480847959261,0.09152501552563262,0.45823396447081793,3,0
0.23810883044386388,0.13132719023857298,0.5477578628172485,0,1
0.26734968114786817,0.20006950497811407,0.4471567286962123,1,0
0.27464360478318284,0.15430822795068505,0.5863810348766075,0,1
0.2409276117158324,0.034196487997434855,0.3,3,1
0.2678794013016745,0.21053050685898278,0.6182935272510659,6,1
0.38452604537510354,0.024300639891215794,0.4479123605936763,1,0
0.3059189077042588,0.026307173547739503,0.4760493725094508,1,1
0.23833347401207075,0.03545696243706918,0.4628749116598656,4,0
0.2365564484679789,0.18734929715442472,0.5280235948742962,0,0
0.38625196036288456,0.08392589737239196,0.6283388158655506,0,1
0.21081878591356396,0.1637566064830434,0.5696913994192233,0,1
0.17760100402081938,0.39196495860306124,0.5437397731485851,1,1
0.24084622949723788,0.030092504043529478,0.43230025882966816,0,1
0.2689090245588433,0.059164064402104186,0.4363170129095005,4,0
0.2937578237987394,0.23092568160824206,0.6076716659770743,1,1
0.2279286765249218,0.21591791136934702,0.5061316391257665,0,0
0.19398391992069075,0.31035316385618134,0.5313690972225582,2,1
0.33735379944978783,0.179389045543858,0.41631560049905125,0,1
0.21894824620494305,0.28884903813526996,0.5804673833399683,0,0
0.20258958789479656,0.14283740712257334,0.5029048374783858,6,0
0.2896795073190823,0.040458522067362244,0.5245384869061859,0,0
0.19126163598559537,0.24421249893370225,0.6724239535695318,3,1
0.26736359462329556,0.18041402524609484,0.46001302453653725,7,0
0.28700594252145256,0.04226522808190448,0.4480508427472164,6,1
0.19109281595739272,0.36622898125658193,0.5666339845727317,7,0
0.3291620067018566,0.050645088621611524,0.5001022285039975,1,1
0.3225504293266179,0.27640304196008636,0.49691245404505957,5,0
0.30640634807830425,0.19500859040464355,0.4976208379962807,5,0
0.24720970351911747,0.5003170239989755,0.5498452184830425,2,1
0.2551852805514716,0.1962884331909599,0.48750968407051887,5,0
0.2634821906630629,0.05114171408450181,0.5125465880860185,4,0
0.21362157731618794,0.19207211701100382,0.5306565557255231,7,0
0.27869778919692556,0.14463275650185417,0.4505525128171457,0,1
0.3341654874315716,0.08213357801032077,0.5415352078977057,0,1
0.2508856511680366,0.19306978084036672,0.6029131343716576,6,1
0.2419687093733972,0.1528371474677449,0.4307826552495522,5,0
0.2297613834419745,0.17999177232738636,0.5514815246248671,3,0
0.3159800597810113,0.13329949946107317,0.5478965876700841,6,1
0.2128507597895636,0.19792668297880567,0.5307296084428255,5,0
0.27867801251340607,0.3264896891392988,0.5494510290072578,0,0
0.24435855227038905,0.040460149136956634,0.51519906911757,1,0
0.26010840785477674,0.03378316132216291,0.6344591708536809,0,0
0.24898604923327383,0.0933860728450369,0.5568965012742959,0,1
0.25960156602335815,0.2626184817549097,0.5916752782552994,0,0
0.17330088796020438,0.02209937346001885,0.467876411945618,7,1
0.32092539046659263,0.017375486883299474,0.5385597675525841,7,1
0.2716425471611973,0.06130752895131055,0.6335400220488101,0,1
0.30032552855210337,0.056359430800954374,0.5161765556907428,3,0
0.3259915738510434,0.07132910423086337,0.5798547538419123,2,1
0.28415685216525544,0.1146526657278073,0.5054306866857273,2,1
0.2915498472046063,0.030346038124133563,0.4085320601407288,1,1
0.25294657925066394,0.17623423768415786,0.5422987411327684,1,0
0.28937885675167885,0.12449296037618089,0.4563741653354508,3,0
0.2713935322729094,0.04466893281906621,0.4810953013860222,2,0
0.24397935395979417,0.2762349350626587,0.7173510495321828,7,1
0.2774093301656323,0.2002571567379354,0.5746599993801519,1,1
0.2551567114405953,0.041176540741032136,0.49954270702732123,7,0
0.20105203190803603,0.20968367480250338,0.4200767394100305,0,0
